PREFIJO;LOCALIDAD;PROVINCIA
2903;DOCTOR RICARDO ROJAS;CHUBUT
2903;FACUNDO;CHUBUT
2903;LAGO BLANCO;CHUBUT
2903;LAGO FONTANA;CHUBUT
2903;PASO HUEMULES;CHUBUT
2903;PASTOS BLANCOS;CHUBUT
2903;RIO MAYO;CHUBUT
291;BAHIA BLANCA;BUENOS AIRES
291;CABILDO;BUENOS AIRES
291;CHASICO;BUENOS AIRES
291;MAYOR BURATOVICH;BUENOS AIRES
291;NUEVA ROMA;BUENOS AIRES
291;PARAJE SAUCE CHICO;BUENOS AIRES
291;SALDUNGARAY;BUENOS AIRES
291;SIERRA DE LA VENTANA;BUENOS AIRES
291;TENIENTE ORIGONE;BUENOS AIRES
291;TORNQUIST;BUENOS AIRES
291;VILLA VENTANA;BUENOS AIRES
2920;BAHIA SAN BLAS;RIO NEGRO
2920;BALNEARIO EL CONDOR;RIO NEGRO
2920;GUARDIA MITRE;RIO NEGRO
2920;SAN JAVIER;RIO NEGRO
2920;STROEDER;RIO NEGRO
2920;VIEDMA;RIO NEGRO
2921;BALNEARIO PEHUEN CO;BUENOS AIRES
2921;CORONEL DORREGO;BUENOS AIRES
2921;EL PERDIDO;BUENOS AIRES
2921;MONTE HERMOSO;BUENOS AIRES
2921;SAN ROMAN;BUENOS AIRES
2922;CORONEL PRINGLES;BUENOS AIRES
2923;ARROYO CORTO;BUENOS AIRES
2923;DUFAUR;BUENOS AIRES
2923;ESPARTILLAR;BUENOS AIRES
2923;GOYENA;BUENOS AIRES
2923;PIGÜE;BUENOS AIRES
2923;PUAN;BUENOS AIRES
2923;SAAVEDRA;BUENOS AIRES
2924;17 DE AGOSTO;BUENOS AIRES
2924;BORDENAVE;BUENOS AIRES
2924;DARREGUEIRA;BUENOS AIRES
2924;ESTEBAN AGUSTIN GASCON;BUENOS AIRES
2924;GUATRACHE;BUENOS AIRES
2924;SAN MIGUEL ARCANGEL;BUENOS AIRES
2924;SANTA TERESA;LA PAMPA
2925;BERNASCONI;BUENOS AIRES
2925;FELIPE SOLA;BUENOS AIRES
2925;GENERAL SAN MARTIN;BUENOS AIRES
2925;JACINTO ARAUZ;BUENOS AIRES
2925;SAN GERMAN;BUENOS AIRES
2925;VILLA IRIS;BUENOS AIRES
2926;CORONEL SUAREZ;BUENOS AIRES
2926;SANTA MARIA;BUENOS AIRES
2927;ALGARROBO;BUENOS AIRES
2927;ARGERICH;BUENOS AIRES
2927;MEDANOS;BUENOS AIRES
2928;HILARIO ASCASUBI;BUENOS AIRES
2928;JUAN A. PRADERE;BUENOS AIRES
2928;PEDRO LURO;BUENOS AIRES
2928;VILLALONGA;BUENOS AIRES
2929;BONIFACIO;BUENOS AIRES
2929;CASBAS;BUENOS AIRES
2929;GARRE;BUENOS AIRES
2929;GUAMINI;BUENOS AIRES
2931;GENERAL CONESA;RIO NEGRO
2931;RIO COLORADO;RIO NEGRO
2932;BAJO HONDO;BUENOS AIRES
2932;PUERTO BELGRANO;BUENOS AIRES
2932;PUNTA ALTA;BUENOS AIRES
2933;HUANGUELEN SUR;BUENOS AIRES
2934;ARROYO DE LA VENTANA;RIO NEGRO
2934;ARROYO LOS BERROS;RIO NEGRO
2934;BAJO DE SANTA ROSA;RIO NEGRO
2934;BALNEARIO LAS GRUTAS;RIO NEGRO
2934;CONA NIYEU;RIO NEGRO
2934;MINISTRO RAMOS MEXIA;RIO NEGRO
2934;PUERTO SAN ANTONIO ESTE;RIO NEGRO
2934;SAN ANTONIO OESTE;RIO NEGRO
2934;SIERRA GRANDE;RIO NEGRO
2934;SIERRA PAILEMAN;RIO NEGRO
2934;TRENETA;RIO NEGRO
2934;VALCHETA;RIO NEGRO
2934;YAMINUE;RIO NEGRO
2935;RIVERA;BUENOS AIRES
2935;VILLA MAZA;BUENOS AIRES
2936;CARHUE;BUENOS AIRES
2936;ERIZE;BUENOS AIRES
294;CONFLUENCIA;RIO NEGRO
294;EL BOLSON;RIO NEGRO
294;EL FOYEL;RIO NEGRO
294;EL HOYO;RIO NEGRO
294;EL MANSO;RIO NEGRO
294;LAGO ESPEJO;RIO NEGRO
294;LAGO PUELO;RIO NEGRO
294;LAS GOLONDRINAS;CHUBUT
294;ÑORQUINCO;RIO NEGRO
294;PILCANIYEU;RIO NEGRO
294;RIO CHICO;RIO NEGRO
294;RIO VILLEGAS;RIO NEGRO
294;SAN CARLOS DE BARILOCHE;RIO NEGRO
294;VILLA LA ANGOSTURA;RIO NEGRO
294;VILLA MASCARDI;RIO NEGRO
294;VILLA TRAFUL;RIO NEGRO
2940;COLAN CONHUE;RIO NEGRO
2940;COMALLO;RIO NEGRO
2940;COMICO;RIO NEGRO
2940;EL CAIN;RIO NEGRO
2940;INGENIERO JACOBACCI;RIO NEGRO
2940;LAGUNA BLANCA;RIO NEGRO
2940;LOS MENUCOS;RIO NEGRO
2940;MAMUEL CHOIQUE;RIO NEGRO
2940;MAQUINCHAO;RIO NEGRO
2940;MENCUE;RIO NEGRO
2940;OJOS DE AGUA;RIO NEGRO
2940;PILQUINIYEU DEL LIMAY;RIO NEGRO
2940;PRAHUANIYEU;RIO NEGRO
2940;SIERRA COLORADA;RIO NEGRO
2942;ALUMINE;NEUQUEN
2942;BAJADA DEL AGRIO;NEUQUEN
2942;COVUNCO ABAJO;NEUQUEN
2942;CHACAICO SUR;NEUQUEN
2942;LAS COLORADAS;NEUQUEN
2942;LAS LAJAS;NEUQUEN
2942;LOS ALAZANES;NEUQUEN
2942;MARIANO MORENO;NEUQUEN
2942;PASO AGUERRE;NEUQUEN
2942;PICUN LEUFU;NEUQUEN
2942;PIEDRA DEL AGUILA;NEUQUEN
2942;PUENTE PICUN LEUFU;NEUQUEN
2942;QUILI MALAL;NEUQUEN
2942;SANTO TOMAS;NEUQUEN
2942;VILLA PEHUENIA;NEUQUEN
2942;VILLA UNION;NEUQUEN
2942;ZAPALA;NEUQUEN
2945;ALDEA EPULEF;CHUBUT
2945;ALDEA ESCOLAR;CHUBUT
2945;ALTO RIO SENGUER;CHUBUT
2945;ARROYO RIO CHICO;CHUBUT
2945;BUEN PASTO;CHUBUT
2945;CARRENLEUFU;CHUBUT
2945;CERRO CENTINELA;CHUBUT
2945;COLAN CONHUE;CHUBUT
2945;CORCOVADO;CHUBUT
2945;COSTA DEL CHUBUT;CHUBUT
2945;CUSHAMEN;CHUBUT
2945;CHOLILA;CHUBUT
2945;EL MAITEN;CHUBUT
2945;EPUYEN;CHUBUT
2945;ESQUEL;CHUBUT
2945;FOFO CAHUEL;CHUBUT
2945;GOBERNADOR COSTA;CHUBUT
2945;GUALJAINA;CHUBUT
2945;JOSE DE SAN MARTIN;CHUBUT
2945;LAGO RIVADAVIA;CHUBUT
2945;LAGO ROSARIO;CHUBUT
2945;LAGO VINTTER;CHUBUT
2945;LAS PAMPAS;CHUBUT
2945;LOS CIPRESES;CHUBUT
2945;PASO DEL SAPO;CHUBUT
2945;PIEDRA PARADA;CHUBUT
2945;RANQUIHUAU;CHUBUT
2945;RIO PICO;CHUBUT
2945;TECKA;CHUBUT
2945;TREVELIN;CHUBUT
2945;VALLE EL CAJON;CHUBUT
2945;VILLA FUTALAUFQUEN;CHUBUT
2945;VILLA RURAL RIO BLANCO;CHUBUT
2946;CORONEL BELISLE;RIO NEGRO
2946;CHIMPAY;RIO NEGRO
2946;CHOELE CHOEL;RIO NEGRO
2946;DARWIN;RIO NEGRO
2946;FRAY LUIS BELTRAN;RIO NEGRO
2946;LAMARQUE;RIO NEGRO
2946;POMONA;RIO NEGRO
2948;AGUADA CHACAYCO;NEUQUEN
2948;ANDACOLLO;NEUQUEN
2948;BARRANCAS;NEUQUEN
2948;BUTA CO;NEUQUEN
2948;BUTA RANQUIL;NEUQUEN
2948;BUTALON NORTE;NEUQUEN
2948;CAEPE MALAL;NEUQUEN
2948;CAJON DE CURILEUVU;NEUQUEN
2948;CANCHA DE HUINGANCO;NEUQUEN
2948;CAVIAHUE;NEUQUEN
2948;CERRO WAILE;NEUQUEN
2948;COCHICO;NEUQUEN
2948;COLIPILLI;NEUQUEN
2948;CURA MALLIN;NEUQUEN
2948;CHAPUA;NEUQUEN
2948;CHORRIACA;NEUQUEN
2948;CHOS MALAL;NEUQUEN
2948;EL ALAMITO;NEUQUEN
2948;EL CHOLAR;NEUQUEN
2948;EL HUECU;NEUQUEN
2948;HUINGANCO;NEUQUEN
2948;LA SALADA;NEUQUEN
2948;LAS OVEJAS;NEUQUEN
2948;LONCOPUE;NEUQUEN
2948;LOS MENUCOS;NEUQUEN
2948;NAUNAUCO;NEUQUEN
2948;PARAJE HUARACO;NEUQUEN
2948;PICHAIHUE;NEUQUEN
2948;QUINTUCO;NEUQUEN
2948;RANQUILON;NEUQUEN
2948;TAQUIMILAN ABAJO;NEUQUEN
2948;TRES CHORROS;NEUQUEN
2948;TRICAO MALAL;NEUQUEN
2952;COLONIA SANTA MARIA;LA PAMPA
2952;CUCHILLO CO;LA PAMPA
2952;CHACHARRAMENDI;LA PAMPA
2952;GENERAL ACHA;LA PAMPA
2952;PUELCHES;LA PAMPA
2952;QUEHUE;LA PAMPA
2953;ALPACHIRI;LA PAMPA
2953;DOBLAS;LA PAMPA
2953;GENERAL CAMPOS;LA PAMPA
2953;MACACHIN;LA PAMPA
2953;MIGUEL RIGLOS;LA PAMPA
2953;ROLON;LA PAMPA
2953;TOMAS M. DE ANCHORENA;LA PAMPA
2954;ANGUIL;LA PAMPA
2954;ATALIVA ROCA;LA PAMPA
2954;CACHIRULO;LA PAMPA
2954;CATRILO;LA PAMPA
2954;LONQUIMAY;LA PAMPA
2954;PARQUE LURO;LA PAMPA
2954;SANTA ROSA;LA PAMPA
2954;TOAY;LA PAMPA
2954;URIBURU;LA PAMPA
2962;COMANDANTE LUIS PIEDRA BUENA;SANTA CRUZ
2962;EL CHALTEN;SANTA CRUZ
2962;GOBERNADOR GREGORES;SANTA CRUZ
2962;HOTEL LAS HORQUETAS;SANTA CRUZ
2962;LA CABAÑA;SANTA CRUZ
2962;LAGO DEL DESIERTO;SANTA CRUZ
2962;PUERTO SANTA CRUZ;SANTA CRUZ
2962;SAN JULIAN;SANTA CRUZ
2962;TRES LAGOS;SANTA CRUZ
2963;BAJO CARACOLES;SANTA CRUZ
2963;FUNDACION PROCORDE NAMUNCURA;SANTA CRUZ
2963;HIPOLITO YRIGOYEN;SANTA CRUZ
2963;LOS ANTIGUOS;SANTA CRUZ
2963;PASO ROBALLOS;SANTA CRUZ
2963;PERITO MORENO;SANTA CRUZ
2964;RIO GRANDE;TIERRA DEL FUEGO
2966;BELLA VISTA;SANTA CRUZ
2966;LE MARCHAND;SANTA CRUZ
2966;MONTE AYMOND;SANTA CRUZ
2966;RIO GALLEGOS;SANTA CRUZ
2966;YACIMIENTO PETROLIFERO DRESSER RAND ARG.;SANTA CRUZ
297;ASTRA;CHUBUT
297;BAHIA BUSTAMANTE;CHUBUT
297;CALETA OLIVIA;CHUBUT
297;CAMARONES;CHUBUT
297;COMODORO RIVADAVIA;CHUBUT
297;DIADEMA;CHUBUT
297;JARAMILLO;CHUBUT
297;LAS HERAS;CHUBUT
297;PICO TRUNCADO;CHUBUT
297;PUERTO DESEADO;CHUBUT
297;SARMIENTO;CHUBUT
297;TELLIER;CHUBUT
2972;JUNIN DE LOS ANDES;NEUQUEN
2972;LAGO HUECHULAFQUEN;NEUQUEN
2972;LAGO MELIQUINA;NEUQUEN
2972;NAHUEL MAPI;NEUQUEN
2972;PASO YUCON;NEUQUEN
2972;PILOLIL;NEUQUEN
2972;SAN MARTIN DE LOS ANDES;NEUQUEN
298;AGUADA GUZMAN;RIO NEGRO
298;ALLEN;RIO NEGRO
298;BARRIO CHACRAMONTE;RIO NEGRO
298;BARRIO MARIO MOSCONI;RIO NEGRO
298;BARRIO PUENTE CERO;RIO NEGRO
298;CASA DE PIEDRA;RIO NEGRO
298;CERRO POLICIA;RIO NEGRO
298;CERVANTES;RIO NEGRO
298;CHICHINALES;RIO NEGRO
298;EL CUY;RIO NEGRO
298;GENERAL ROCA;RIO NEGRO
298;INGENIERO HUERGO;RIO NEGRO
298;VALLE AZUL;RIO NEGRO
298;VILLA REGINA;RIO NEGRO
298;GOBERNADOR DUVAL;LA PAMPA
2982;CLAROMECO;BUENOS AIRES
2982;ORENSE;BUENOS AIRES
2982;SAN FRANCISCO DE BELLOCQ;BUENOS AIRES
2983;ADOLFO GONZALEZ CHAVES;BUENOS AIRES
2983;APARICIO;BUENOS AIRES
2983;COPETONAS;BUENOS AIRES
2983;DE LA GARMA;BUENOS AIRES
2983;INDIO RICO;BUENOS AIRES
2983;JUAN E.BARRA;BUENOS AIRES
2983;MICAELA CASCALLARES;BUENOS AIRES
2983;ORIENTE;BUENOS AIRES
2983;RETA;BUENOS AIRES
2983;SAN CAYETANO;BUENOS AIRES
2983;TRES ARROYOS;BUENOS AIRES
2983;VAZQUEZ;BUENOS AIRES
299;AÑELO;NEUQUEN
299;ARROYITO DEL CHOCON;NEUQUEN
299;BARDA DEL MEDIO;NEUQUEN
299;BARRIO EX ISLA 10;NEUQUEN
299;CATRIEL;NEUQUEN
299;CENTENARIO;NEUQUEN
299;CINCO SALTOS;NEUQUEN
299;COLONIA 25 DE MAYO;NEUQUEN
299;COLONIA CHICA;NEUQUEN
299;COLONIA EL SAUZAL;NEUQUEN
299;CONTRALMIRANTE CORDERO;NEUQUEN
299;CUTRAL CO;NEUQUEN
299;GENERAL FERNANDEZ ORO;NEUQUEN
299;LAS PERLAS;NEUQUEN
299;NEUQUEN;NEUQUEN
299;PLOTTIER;NEUQUEN
299;RINCON DE LOS SAUCES;NEUQUEN
299;SAN PATRICIO DEL CHAÑAR;NEUQUEN
299;SAUZAL BONITO;NEUQUEN
299;SENILLOSA;NEUQUEN
299;VILLA MANZANO;NEUQUEN
299;VILLA EL CHOCON;NEUQUEN
3327;BENAVIDEZ;BUENOS AIRES
3327;LOPEZ CAMELO;BUENOS AIRES
3329;ALSINA;BUENOS AIRES
3329;BARADERO;BUENOS AIRES
3329;GOBERNADOR CASTRO;BUENOS AIRES
3329;IRENEO PORTELA;BUENOS AIRES
3329;LA VIOLETA;BUENOS AIRES
3329;PEREZ MILLAN;BUENOS AIRES
3329;RIO TALA;BUENOS AIRES
3329;SAN PEDRO;BUENOS AIRES
3329;SANTA LUCIA;BUENOS AIRES
336;CAMPOS SALLES;BUENOS AIRES
336;CONESA;BUENOS AIRES
336;GENERAL ROJO;BUENOS AIRES
336;SAN NICOLAS;BUENOS AIRES
3382;AARON CASTELLANOS;SANTA FE
3382;AMENABAR;SANTA FE
3382;CAÑADA SECA;BUENOS AIRES
3382;DIEGO DE ALVEAR;SANTA FE
3382;RUFINO;SANTA FE
3382;SAN GREGORIO;SANTA FE
3382;SANTA REGINA;SANTA FE
3382;VILLA SABOYA;SANTA FE
3382;LA CESIRA;CORDOBA
3385;GENERAL LEVALLE;CORDOBA
3385;GUARDIA VIEJA;CORDOBA
3385;JOVITA;CORDOBA
3385;LABOULAYE;CORDOBA
3385;MELO;CORDOBA
3385;RIOBAMBA;CORDOBA
3385;ROSALES;CORDOBA
3385;SAN JOAQUIN;CORDOBA
3385;SERRANO;CORDOBA
3385;VILLA ROSSI;CORDOBA
3387;BOUCHARD;CORDOBA
3387;ITALO;CORDOBA
3387;ONAGOITY;CORDOBA
3388;AMEGHINO;BUENOS AIRES
3388;BANDERALO;BUENOS AIRES
3388;BLAQUIER;BUENOS AIRES
3388;CORONEL CHARLONE;BUENOS AIRES
3388;DRABLE;BUENOS AIRES
3388;EL DIA;BUENOS AIRES
3388;ELORDI;BUENOS AIRES
3388;EMILIO BUNGE;BUENOS AIRES
3388;GENERAL VILLEGAS;BUENOS AIRES
3388;PIEDRITAS;BUENOS AIRES
3388;SANTA ELEODORA;BUENOS AIRES
3388;TRES ALGARROBOS;BUENOS AIRES
3388;VILLA SAUZE;BUENOS AIRES
3400;EMPALME VILLA CONSTITUCION;SANTA FE
3400;PAVON;SANTA FE
3400;RUEDA;SANTA FE
3400;THEOBALD;SANTA FE
3400;VILLA CONSTITUCION;SANTA FE
3401;CAMPO CASTRO;SANTA FE
3401;CAÑADA ROSQUIN;SANTA FE
3401;CARLOS PELLEGRINI;SANTA FE
3401;CASAS;SANTA FE
3401;CENTENO;SANTA FE
3401;EL TREBOL;SANTA FE
3401;LAS BANDURRIAS;SANTA FE
3401;LOS CARDOS;SANTA FE
3401;MARIA SUSANA;SANTA FE
3401;PIAMONTE;SANTA FE
3401;SAN GENARO;SANTA FE
3401;SAN GENARO NORTE;SANTA FE
3402;ALBARELLOS;SANTA FE
3402;ALVAREZ;SANTA FE
3402;ARROYO SECO;SANTA FE
3402;CORONEL BOGADO;SANTA FE
3402;CORONEL DOMINGUEZ;SANTA FE
3402;FIGHIERA;SANTA FE
3402;GENERAL LAGOS;SANTA FE
3402;PUEBLO ESTHER;SANTA FE
3402;VILLA AMELIA;SANTA FE
3404;CAMPO PIAGGIO;SANTA FE
3404;COLONIA BELGRANO;SANTA FE
3404;GALVEZ;SANTA FE
3404;GESSLER;SANTA FE
3404;LARRECHEA;SANTA FE
3404;LOMA ALTA;SANTA FE
3404;LOPEZ;SANTA FE
3404;PILAR;SANTA FE
3404;SA PEREYRA;SANTA FE
3404;SAN CARLOS CENTRO;SANTA FE
3404;SAN CARLOS NORTE;SANTA FE
3404;SAN EUGENIO;SANTA FE
3404;SAN JERONIMO DEL SAUCE;SANTA FE
3404;SAN JERONIMO NORTE;SANTA FE
3404;SAN MARIANO;SANTA FE
3404;SANTA CLARA DE BUENA VISTA;SANTA FE
3404;SANTA MARIA CENTRO;SANTA FE
3404;SANTA MARIA NORTE;SANTA FE
3405;ALEJANDRA;SANTA FE
3405;CACIQUE ARIACAIQUIN;SANTA FE
3405;CAYASTA;SANTA FE
3405;HELVECIA;SANTA FE
3405;LA BRAVA;SANTA FE
3405;SALADERO M CABAL;SANTA FE
3405;SAN JAVIER;SANTA FE
3406;CASTELAR;SANTA FE
3406;CRISPI;SANTA FE
3406;GARIBALDI;SANTA FE
3406;LANDETA;SANTA FE
3406;LAS PETACAS;SANTA FE
3406;MARIA JUANA;SANTA FE
3406;SAN JORGE;SANTA FE
3406;SAN MARTIN DE LAS ESCOBAS;SANTA FE
3406;SASTRE;SANTA FE
3406;TRAILL;SANTA FE
3407;EL PARAISO;BUENOS AIRES
3407;RAMALLO;BUENOS AIRES
3407;VILLA RAMALLO;BUENOS AIRES
3408;AGUARA GRANDE;SANTA FE
3408;COLONIA PORTUGALETE;SANTA FE
3408;LA CABRAL;SANTA FE
3408;LA LUCILA;SANTA FE
3408;LAS AVISPAS;SANTA FE
3408;ÑANDUCITA;SANTA FE
3408;SAN CRISTOBAL;SANTA FE
3409;COLONIA BOSSI;SANTA FE
3409;COLONIA CLARA;SANTA FE
3409;CONSTANZA;SANTA FE
3409;LAS PALMERAS;SANTA FE
3409;MOISES VILLE;SANTA FE
3409;MONIGOTES;SANTA FE
3409;PALACIOS;SANTA FE
341;CAPITAN BERMUDEZ;SANTA FE
341;CARCARAÑA;SANTA FE
341;CORONEL ARNOLD;SANTA FE
341;FUNES;SANTA FE
341;IBARLUCEA;SANTA FE
341;PEREZ;SANTA FE
341;ROLDAN;SANTA FE
341;ROSARIO;SANTA FE
341;SAN JERONIMO SUR;SANTA FE
341;SOLDINI;SANTA FE
341;VILLA GOBERNADOR GALVEZ;SANTA FE
341;ZAVALLA;SANTA FE
342;AERODROMO SAUCE VIEJO;SANTA FE
342;ARROYO AGUIAR;SANTA FE
342;COLASTINE;SANTA FE
342;COLONIA LOS ZAPALLOS;SANTA FE
342;COLONIA SAN JOSE;SANTA FE
342;CORONDA;SANTA FE
342;DESVIO ARIJON;SANTA FE
342;EMPALME SAN CARLOS;SANTA FE
342;FRANCK;SANTA FE
342;GOBERNADOR CANDIOTI;SANTA FE
342;LAGUNA PAIVA;SANTA FE
342;LAS TUNAS;SANTA FE
342;MANUCHO;SANTA FE
342;MATILDE;SANTA FE
342;MONTE VERA;SANTA FE
342;NELSON;SANTA FE
342;RECREO;SANTA FE
342;SAN AGUSTIN;SANTA FE
342;SAN JOSE DEL RINCON;SANTA FE
342;SANTA FE;SANTA FE
342;SANTA ROSA;SANTA FE
342;SAUCE VIEJO;SANTA FE
343;ALDEA BRASILERA;ENTRE RIOS
343;ALDEA EIGENFELD;ENTRE RIOS
343;ALDEA MARIA LUISA;ENTRE RIOS
343;ALDEA PROTESTANTE;ENTRE RIOS
343;ALDEA SALTO;ENTRE RIOS
343;ALDEA SAN RAFAEL;ENTRE RIOS
343;ALDEA SANTA MARIA;ENTRE RIOS
343;ALDEA SPATZENKUTTER;ENTRE RIOS
343;ALDEA VALLE MARIA;ENTRE RIOS
343;CAMPS;ENTRE RIOS
343;CERRITO;ENTRE RIOS
343;COLONIA ALVEAR;ENTRE RIOS
343;COLONIA ENSAYO;ENTRE RIOS
343;COLONIA NUEVA;ENTRE RIOS
343;CRESPO;ENTRE RIOS
343;CURTIEMBRE;ENTRE RIOS
343;DIAMANTE;ENTRE RIOS
343;DOLL;ENTRE RIOS
343;EL PALENQUE;ENTRE RIOS
343;EL PINGO;ENTRE RIOS
343;GENERAL RACEDO;ENTRE RIOS
343;GENERAL RAMIREZ;ENTRE RIOS
343;HASENKAMP;ENTRE RIOS
343;LA LOMA;ENTRE RIOS
343;LA PICADA;ENTRE RIOS
343;MARIA GRANDE;ENTRE RIOS
343;MARIA GRANDE SEGUNDA SUR;ENTRE RIOS
343;ORO VERDE;ENTRE RIOS
343;PARANA;ENTRE RIOS
343;PUEBLO BRUGO;ENTRE RIOS
343;PUEBLO SAN MARTIN;ENTRE RIOS
343;PUIGGARI;ENTRE RIOS
343;SAN BENITO;ENTRE RIOS
343;SAUCE PINTO;ENTRE RIOS
343;SEGUI;ENTRE RIOS
343;SOSA;ENTRE RIOS
343;TEZANOS PINTO;ENTRE RIOS
343;VIALE;ENTRE RIOS
343;VILLA FONTANA;ENTRE RIOS
343;VILLA GOBERNADOR ETCHEVERE;ENTRE RIOS
343;VILLA HERNANDARIAS;ENTRE RIOS
343;VILLA LIBERTADOR GENERAL SAN MARTIN;ENTRE RIOS
343;VILLA TABOSSI;ENTRE RIOS
343;VILLA URQUIZA;ENTRE RIOS
3435;20 DE SETIEMBRE;ENTRE RIOS
3435;CRUCESITAS TERCERA;ENTRE RIOS
3435;DON CRISTOBAL 2DO;ENTRE RIOS
3435;DON CRISTOBAL PRIMERO;ENTRE RIOS
3435;EST. GOBERNADOR FEBRE;ENTRE RIOS
3435;HERNANDEZ;ENTRE RIOS
3435;LUCAS GONZALEZ;ENTRE RIOS
3435;NOGOYA;ENTRE RIOS
3436;ARANGUREN;ENTRE RIOS
3436;LAS CUEVAS;ENTRE RIOS
3436;MOLINO DOLL;ENTRE RIOS
3436;PAJONAL;ENTRE RIOS
3436;PUEBLITO;ENTRE RIOS
3436;RINCON;ENTRE RIOS
3436;VICTORIA;ENTRE RIOS
3437;CENTENARIO;ENTRE RIOS
3437;EL CARMEN;ENTRE RIOS
3437;EL QUEBRACHO;ENTRE RIOS
3437;LA PAZ;ENTRE RIOS
3437;PASO MEDINA;ENTRE RIOS
3437;PASO POTRILLO;ENTRE RIOS
3437;PUERTO ALGARROBO;ENTRE RIOS
3437;SAN GUSTAVO;ENTRE RIOS
3437;SANTA ELENA;ENTRE RIOS
3438;ALCARAZ;ENTRE RIOS
3438;ALCARAZ SEGUNDO;ENTRE RIOS
3438;BOVRIL;ENTRE RIOS
3438;COLONIA AVIGDOR;ENTRE RIOS
3438;PIEDRAS BLANCAS;ENTRE RIOS
3438;PUEBLO BELLOCQ;ENTRE RIOS
3438;SAUCE DE LUNA;ENTRE RIOS
3442;CASEROS;ENTRE RIOS
3442;COLONIA ELIA;ENTRE RIOS
3442;CONCEPCION DEL URUGUAY;ENTRE RIOS
3442;HERRERA;ENTRE RIOS
3442;PRONUNCIAMIENTO;ENTRE RIOS
3442;SAN CIPRIANO;ENTRE RIOS
3442;SAN JUSTO;ENTRE RIOS
3444;CUCHILLA;ENTRE RIOS
3444;ENRIQUE CARBO;ENTRE RIOS
3444;GENERAL GALARZA;ENTRE RIOS
3444;GUALEGUAY;ENTRE RIOS
3444;LAZO;ENTRE RIOS
3444;MARIA ELINA;ENTRE RIOS
3444;MEDANOS;ENTRE RIOS
3444;PUERTO RUIZ;ENTRE RIOS
3444;TRES BOCAS;ENTRE RIOS
3445;ALTAMIRANO;ENTRE RIOS
3445;BASAVILBASO;ENTRE RIOS
3445;ESTACION ECHAGUE;ENTRE RIOS
3445;GUARDAMONTE;ENTRE RIOS
3445;LIBAROS;ENTRE RIOS
3445;MACIA;ENTRE RIOS
3445;MANSILLA;ENTRE RIOS
3445;ROCAMORA;ENTRE RIOS
3445;ROSARIO DEL TALA;ENTRE RIOS
3445;SANTA ANITA;ENTRE RIOS
3445;SOLA;ENTRE RIOS
3445;VILLA MANTERO;ENTRE RIOS
3445;VILLA SAN MARCIAL;ENTRE RIOS
3446;ALDEA SAN ANTONIO;ENTRE RIOS
3446;ALMADA;ENTRE RIOS
3446;BENJAMIN LAMBERT;ENTRE RIOS
3446;CEIBAS;ENTRE RIOS
3446;GILBERT;ENTRE RIOS
3446;GUALEGUAYCHU;ENTRE RIOS
3446;IRAZUSTA;ENTRE RIOS
3446;LARROQUE;ENTRE RIOS
3446;PALAVECINO;ENTRE RIOS
3446;PARERA;ENTRE RIOS
3446;PASTOR BRITOS;ENTRE RIOS
3446;PEHUAJO SUR;ENTRE RIOS
3446;PERDICES;ENTRE RIOS
3446;PUEBLO BELGRANO;ENTRE RIOS
3446;PUEBLO IBICUY;ENTRE RIOS
3446;URDINARRAIN;ENTRE RIOS
3446;VILLA PARANACITO;ENTRE RIOS
3446;VIVERO;ENTRE RIOS
3447;1 DE MAYO;ENTRE RIOS
3447;ARROYO BARU;ENTRE RIOS
3447;COLON;ENTRE RIOS
3447;EL BRILLANTE;ENTRE RIOS
3447;LA CLARITA;ENTRE RIOS
3447;LIEBIG;ENTRE RIOS
3447;SAN JOSE;ENTRE RIOS
3447;VILLA ELISA;ENTRE RIOS
345;CALABACILLAS;ENTRE RIOS
345;COLONIA AYUI;ENTRE RIOS
345;CONCORDIA;ENTRE RIOS
345;ESTANCIA GRANDE;ENTRE RIOS
345;GENERAL CAMPOS;ENTRE RIOS
345;HUMAITA;ENTRE RIOS
345;LA CRIOLLA;ENTRE RIOS
345;LOS CHARRUAS;ENTRE RIOS
345;NUEVA ESCOCIA;ENTRE RIOS
345;OSVALDO MAGNASCO;ENTRE RIOS
345;PEDERNAL;ENTRE RIOS
345;PUERTO YERUA;ENTRE RIOS
345;SAN SALVADOR;ENTRE RIOS
345;UBAJAY;ENTRE RIOS
345;VILLA ZORRAQUIN;ENTRE RIOS
345;YERUA;ENTRE RIOS
345;YUQUERI;ENTRE RIOS
3454;CONSCRIPTO BERNARDI;ENTRE RIOS
3454;EL CIMARRON;ENTRE RIOS
3454;FEDERAL;ENTRE RIOS
3454;NUEVA VIZCAYA;ENTRE RIOS
3454;SANTA MARIA;ENTRE RIOS
3455;CLARA;ENTRE RIOS
3455;DOMINGUEZ;ENTRE RIOS
3455;DURAZNO;ENTRE RIOS
3455;INGENIERO MIGUEL SAJAROFF;ENTRE RIOS
3455;JUBILEO;ENTRE RIOS
3455;LAS MOSCAS;ENTRE RIOS
3455;MOJONES SUR;ENTRE RIOS
3455;PIÑEYRO;ENTRE RIOS
3455;RAICES;ENTRE RIOS
3455;VILLAGUAY;ENTRE RIOS
3456;COLONIA LA ARGENTINA;ENTRE RIOS
3456;CHAJARI;ENTRE RIOS
3456;FEDERACION;ENTRE RIOS
